par_id,community,text,label
1545,migrant,"The police also made a descent into a fishing boat used to transport migrants to the ship and owned three Indonesians and four Malaysians on board, he said. Five other Malaysians were caught for suspected of participating in the smuggling union.",0
1546,poor-families,"""The study indicates that the newly established"" family hubs "" - the group housing provided to take out the homeless families of the hotels and the BS - could become the next"" ""direct"" ""for poor families"".",0
1547,migrant,"That would affect mostly European-based humanitarian rescue ships , which have flooded the waters off Libya 's coast in the past year to pick up migrants .",0
1548,immigrant,"The vice-minister in chief of Sabah, Tan Sri Joseph Pailin Kitingan (Center), promised to finish a full report on the problem of illegal state immigrants this year. ? File Pickota Kinabalu, January 5? The vice-minister in chief of Sabah, Tan Sri Joseph Pailin Kitingan, went again to finish a full report on the problem of illegal immigrants of the State this year, after the technical committee missed its own deadline last year.",0
1549,migrant,MSUMULE called for vigilance by citizens and collaboration with the Immigration Department by reporting any alleged illegal immigrant.,0
1550,migrant,"""People living in New Zealand -- on the whole -- are fairly favourable toward immigration . Given that New Zealand is commonly conceived as """" a nation of immigrants """" , that 's what you might hope for .""",0
1552,in-need,"Jahangir told the Express Tribune of his current situation and the way in which his circumstances forced him to move. He also said that he had demanded the Pakistan government for his support but had not been lucky so far. Although the governments of Punjab and Sindh have provided him financial care in the past, Jahangir needs additional help.",0
1553,in-need,"No . I 'm 71 , which is too old . I 'm in need of my afternoon nap these days -- even though I could easily do that in the Houses of Parliament ...",0
1554,immigrant,""""" ""And, because of the intersections that exist in my own life - woman, multi -racial woman, color woman, queer, bisexual, American Mexican -Irish, immigrant and raised by families strongly rooted in Catholicism both to my Mexican and Irish means - I am deeply invested in their own projects which can be heard in the way we can be heard, support our young need for us for.",0
1555,women,"""But things got a little emotional when the women were surprised with a special video from their family and friends . The song is off of their up coming album """" Get Weird """" and is obviously about a relationship ending .""",0
1557,hopeless,"But in this one a pair of trends were bucked , with Liverpool keeping a rare clean sheet -- two for the season now -- and failing to score for only the third league game in this campaign . They really were hopelessly weak in front of goal , which was underlined by the numbers showing they had 65 per cent possession , 15 shots on goal and yet only managed to get two on target .",0
1558,vulnerable,"In Mr. Aquino 's universe , pensioners ( and the vulnerable ) are moochers",0
1559,migrant,French President Emmanuel Macron was released on Saturday to support financial sanctions against EU countries which refuse to accept migrants.,0
1560,migrant,"But as an Irish emigrant , the most fundamental difference is the right of overseas citizens to have their voice heard . While an Australian citizen can vote for up to six years after they have left the country , Irish emigrants have no say .",0
1561,homeless,"Not every day, we meet people like Mrs. Jones. Help a homeless, even less a man, whatever his situation, takes courage and efforts. Mr. Hubbard will be forever grateful to have met Ms. Jones' family.",0
1562,disabled,I am slightly disabled and I love river cruises. But I can't find a cruise that will allow me to store a scooter I would need excursions to the ground. Can you help? David Norton,0
1563,immigrant,"A large majority of Americans do not believe that cities should become red and provide ""sanctuary"" to illegal immigrants in defiance of federal laws.",0
1564,vulnerable,"The priorities are part of TVP 's Stronghold campaign to combat serious and organised crime . A form prevalent in Oxford is drug lords exploiting vulnerable people and selling substances from their homes . Under the new operating model , Insp Simpson is in charge of 17 PCs and about 30 PCSOs .",0
1565,disabled,"Besides Erongo , the fibre-optic cables providing network connectivity as part of the Omaheke fibre-optic backbone route was also vandalised between Okatjoruu ( Otjituuo ) and Ongongoro in the Grootfontein Constituency of the Otjozondjupa Region earlier . The incidence disabled fixed and mobile communications services to thousands of customers in Okamatapati and surrounding farms .",0
1566,homeless,"Carson stressed that despite the recorded increase in this year of people who knew homelessness, there has been an overall decrease in the past decade and a half. The overall figure of 800,000 people homeless 15 years ago was much higher than 554,000 people this year, he said.",0
1567,refugee,"The NGO worker said return families could be seen living in tents along the road from Torkham to Kabul. Earlier, refugees were not allowed to build houses on state lands in Afghanistan, but now they no longer faced a restriction such as a large number of people have returned to their country in recent months. The Afghan government has also softened the rules for students.",0
1568,in-need,Beijing China (Xinhua) - The first world humanitarian summit started in the Turkish city in Istanbul on Monday. How to deliver humanitarian aid supplies faster and more effectively to those who need it is one of the main subjects of the agenda.,0
1569,women,"Sophie Ndaba has successfully been in the entertainment industry for more than two decades and there is no stopping her hustle . We first met the beauty when she bagged the role of Queen on Generations and over the years , she has managed to solidify herself as one of the most popular women on television .",0
1571,poor-families,"The women , often from poor families , are now demanding compensation to cover costs of raising their babies , according to The Washington Times .",0
1573,immigrant,"If we consider the percentage of EU immigrants in each EU country, the United Kingdom is at the upper end of the distribution, but it is equally with many other EU members, and it is far from having the most immigrants from the EU per capita.",0
1574,women,"At the Obaa Sima Foundation, we devote our efforts to the eradication of all barriers and obstacles that turn to negatively the development and progress of women thanks to the supply of tailor -made solutions to the problems disturbing women and children.",0
1575,homeless,"In Wales, 7,000 young people each year need help because they face becoming homeless. Credit: ITV Cymru Wales",0
1576,disabled,A special campaign would be launched via the electronic and printed media to highlight the problems encountered by people with disabilities. The legislation in this regard would be made at the provincial level and the district.,0
1577,hopeless,"AA was from 1935, when a desperate alcoholic was faced with financial problems. The movement of mutual aid was founded and designed for middle -aged men who have fought the bottle for years, and have had decades of jobs and family wrecks behind them.",0
1578,immigrant,"Most of these immigrants are associated with criminal networks and illicit businesses , in which elements of local police and transporters are often involved .",0
1579,refugee,"Afghanistan and UNHCR favour that refugees should not be forced to return to their country and that the process should be completed through UN-sponsored voluntary repatriation programme . However , officials said that four to five families were returning under the voluntary repatriation plan on daily basis . It would take decades to complete the process if it was left to voluntary repatriation , they added .",0
1580,migrant,"The UN does not currently respond to effective support for the Member States, migrants and companies that house them. Its member governments must agree on universal principles to establish an international framework to manage migration, and the UN itself should make the governance of migration one of its central missions, rather than dispersing the task between the different agencies.",0
1581,refugee,There was a spike of 551 applications last October -- one month after a photograph of a dead Syrian child shone a spotlight on the plight of the 4.6 million people seeking refugee from the violence in Syria .,0
1583,women,No one knows exactly why some captured and mistreated women have become killers. It was perhaps the indoctrination. Maybe it was the threats of activists.,0
1584,poor-families,The area elders led by Joel Karumi urged Ruto to launch stima mashinani project to enable the poor families that can not meet the hefty electricity installation fee have access to light .,0
1585,migrant,"US District Judge Nicholas Garaufis in Brooklyn ruled that the Determined Action Program for Children Approach, or DACA, cannot end in March as the Republican Administration had provided, a victory for the general and immigrant prosecutors of the Democratic State who continued the federal government.",0
1586,migrant,"Earlier , releasing the research findings , Programme Coordinator for Land based investments for Tanzania Natural Resource Forum ( TNRF ) , Godfrey Massay , said that the study by TNRF revealed that among the factors that cause land conflicts in the district are corruption , lack of land use plans , lack of title deeds , influx of immigrants from other district and inadequate land for agriculture .",0
1587,refugee,"European leaders , including Prime Minister David Cameron , are meeting in Brussels to thrash out a refugee swap with Turkey .",0
1588,immigrant,The Ministry of Justice of the Administration (DOJ) also asked a federal judge of San Diego a repair of part of a previous order which could oblige the government to release prisoners of adult immigrants if they cannot be gathered with their children before the deadline.,0
1589,homeless,"The ministry also highlighted that BC Housing is building 188 affordable housing units available for youth and adults at risk of homelessness , including youth in and out of care , in Surrey , Courtney and Chilliwack .",0
1590,refugee,"Last weekend, Royal Canadian Mounted's police reported that they had picked up 22 people near the border town in Emerson, after walking up to four hours at temperatures below zero. They were taken to the offices of the Canadian Border Services Agency, where they all made refugee complaints.",0
1591,disabled,Man who left father of four disabled gets 10-year term,0
1592,women,"During the Ad Hoc Working group on the Durban Platform ( ADP ) negotiations in Bonn , Germany held on August 31 to September 4 , the initiative gained more support and traction . Human rights in that negotiation period was not only seen as a discourse on basic human rights but was also expanded to include the rights of the most vulnerable sectors on the impacts of climate change -- women , indigenous peoples , and local communities .",0
1593,homeless,"In Chile there are thousands of earthquake resistant housing structures but in Haiti only a few structures are earthquake resistant . Consequently they paid a lot . Haitian government reported that an estimated 230,000 people had died , 300,000 had been injured and 1,000,000 made homeless making it one of the worst natural disasters in modern history .",0
1594,migrant,"""During an information visit to Algeciras on Saturday to find out how the police and the Red Cross faced the influx of migrants, Grande-Marlaka said that it was"" ""a European problem that requires a European solution"" "".",0
1595,women,UTI in pregnant women,0
1597,in-need,Photos taken by a wildlife tour guide show the humpback completely wrapped up in ropes and in need of desperate assistance .,0
1598,migrant,"Kids of migrants and Indigenous people have a right to speak , grow up with , and celebrate their own heritage languages . On International Mother Language Day , let 's celebrate that right and the benefits it brings to us all .",0
1600,hopeless,"""Afejuku uses the poem , """" A Leaping Flame """" to expose the belief among the Itsekiri that their land was stolen by those who have high connection in government . The poem is dedicated to the memory of Pa J. O. S Ayomike , a frontline Itsekiri activist and historian who fought for the sovereignty of the Itsekiri nation . In the poem , the speaker re-echoes the words of Pa Ayomike : ' Nothing is final , he chants . No one shall see the end/Until the land-owners of Oeeri regain and retain their lands/Stolen along the corridors and in the beds of love ' . Like several poems in Afejuku 's collections , there is the lingering hope that one day the Itsekiri nation will regain their ' stolen ' lands . A tone of resolute defiance runs through Afejuku 's poems . It constitutes a point of equi-balance to what might otherwise have been a hopeless view of life .""",0
1601,hopeless,"M. l had been a successful fisherman before tsunami. With the disaster, he lost his house, his livelihoods and his personal identity as a productive member of society. M. L and his family members had to live in a refugee camp with a minimum of facilities. A few months after this unbearable disaster, Mr. L became depressed. His symptoms included a depressed or irritable persistent mood, a loss of appetite, sleep disorders with an alarm clock often early in the morning, a considerably reduced interest in life activities, fatigue and loss of energy, feelings of uselessness, feelings of despair and sometimes thoughts on suicide.",0
1602,homeless,"""The theft of a series of photos promoting awareness around homelessness is """" wrong on so many levels , """" says the executive director of Shelter Nova Scotia .""",0
1603,poor-families,The scheme is designed for poor families with free of cost access to secondary as well as priority diseases treatment .,0
1604,migrant,"But on July 19, immigration and customs enabled Agency (ICE) ordered it on its return to Guatemala. For what ? Because she is an undocumented immigrant and the President Trump maintains undocumented immigrants are responsible for an increase in the murder rate and violent crimes and a decrease in the material standard of living of the citizens of the middle and lower class.",0
1605,homeless,"In a telephone interview , both chairmen of Mvuna Island and the nearby Island of Mandakerenge said the incident happened on Sunday at around 1.00 pm when people had left their houses to perform various activities , rendering hundreds of them homeless .",0
1606,in-need,A prolonged drought has left some four million people in Zimbabwe in need of food aid .,0
1607,vulnerable,"""Our genes and genes of our babies are vulnerable to our lifestyles,"" said Dr. Eric Butter, who was not involved in research, in Reuters Health.",0
1608,migrant,"Serkan Yagmur, owner of West Ridge Hots (584 West Ridge Road), was only 17 years old when his family moved from Turkey to the United States in 2002. He was still at school when his father asked for the green card lottery through the Immigrant Visa Program.",0
1609,migrant,"""Some Facebook users such as """" Chris Lee """" applauds PM Lee 's efforts to tackle the problem head on but many others are expressing concern , with many wondering if immigrants are the only solution to Singapore 's low birth rate .""",0
1610,immigrant,"Karsten told how he came to the Netherlands in Canada when he was a child, and he was not aware of the fears of certain residents concerning Dutch immigrants until last week.",0
1611,in-need,The urban farmers of Detroit have proven some of the most innovative people in the city. They recovered vacant terrains and learned to provide fresh and nutritious foods in the neighborhoods that need them.,0
1612,women,"And why , you may well ask ? What is the fascination of these plays that depict the implacability of the gods and the stubborn -- sometimes justified -- defiance of the mortals ? The answer is that they manifest the indomitable courage of men and women who choose death and destruction for their convictions . It is the human spirit that these tragedies glorify ; the audience is ennobled through a process of Catharsis .",0
1613,women,""""" """" Parents are often not ready to accept a married girl who leaves her husband, and therefore, a woman is trapped not having nowhere to go if she breaks the ties with her husband's home. "" ""Some women, however, can be completely deprived of choice if they are"" abandoned """" by their husband "".",0
1614,refugee,"""Byrs underlined"" ""the appalling situation"" ""in which refugees live in the Diffa region, where the population has almost doubled, due to Nigeria refugees, and food stocks are becoming rare.""",0
1615,homeless,"In this case, I only see the regression - of the house again at the house simply becomes a place, and a homeless people; And this city becomes a colonial outpost led by the Empire manufacturers, migrants and refugees.",0
1616,disabled,"""The second one was under a tamarind tree ! ' Kumarini smiles at the memory . """" Now we have four of them in Agunukolapelassa , Walasgala , Kolombogedara and Tangalle . We 've also established a partnership with Sight Savers Sri Lanka and the Ministry of Education to work on a model of inclusive primary education in Hambantota . We want to train the mothers in education so that they can in turn play a part in educating their disabled child . """"""",0
1617,vulnerable,"And South-East Asia , in particular , is often vulnerable because of dollar-denominated debt serviced in local currencies .",0
1618,in-need,Yeung said the requirement means that people in need cannot request an allowance.,0
1621,hopeless,"""This time, it was the first hours of July 16. My speech was exactly the same as my father gave in 1980. ("" Blood everywhere "","" """" ""No one wins ..."" "") This time, I am the same age as my father when he explained the coups for the first time.",0
1623,refugee,"The security agents hired by the federal government refuse to allow anyone to see it, including its long -standing defender of refugees.",0
1624,women,"A. I think that first and foremost, if I look back when I went for the first time to Man City, they were in the same process as Barcelona now. I think that when I went to Man City for the first time, they were not very professional, they were just beginning and the team of men had just invested a lot in the women's team.",0
1625,women,"When we commented on the lack of women on the delegation , one man decided to chip in with a great joke .",0
1626,homeless,The shelter for homeless of 16 beds in Wagga is operated by St Vincent de Paul and open to all in the eastern Riverina. <h> Different homelessness in the country,0
1627,homeless,"The woman collects more than $ 150,000 for the homeless man who gave his $ 27",0
1628,disabled,"The upgrades, which will cost around 720 million rands, include a new reception of visitors and a doors, a new parking lot, new craft markets and new leisure areas for day visitors. In accordance with Isimanto's policy, all installations will be adapted to deactivated.",0
1629,disabled,"""Paul Smith , CAA consumers and markets director , said : """" We 're pleased surveys show satisfaction levels remain high and the vast majority of passengers ' journeys go smoothly . The improved performance of many airports means disabled passengers should have even more confidence to travel from UK airports .""",0
1630,hopeless,"A temper tantrum is something no parent wants to deal with , especially when done in public . Having to deal with a toddler screaming , hitting and back-talking you is frustrating enough , but when it is done in front of others , there is often a feeling of either hopelessness or anger .",0
1631,hopeless,""""""" Luxury """" is a hopeless misnomer . These watches are not more comfortable on your wrist than a Casio or Timex . They are simply very , very expensive . And , being a mechanical watch with a clockwork mechanism , they need a full service once every 3 years , costing many thousands .""",0
1632,vulnerable,Jamaica AMT High compliance but still considered vulnerable,0
1633,migrant,"According to the star, the main lawyer Datuk Seri Jaha? Berdeen Mohamed Yunoos said that article 56 (1) was not linked to asset attacks, while only article 44 of the Immigration Act allows the detention of ships or planes that would have been used to transport illegal immigrants.",0
1634,hopeless,"Pep Guardiola 's Manchester City travel to West Ham , who like Leicester are hopelessly out of sorts , and four other relegation battlers are pitched in against each other Hull hosting Swansea and Sunderland at home to Burnley .",0
1635,immigrant,"Zahid , who is also home minister and Joint Chairman of the Committee of Foreign Migrant Management in Sabah ( JKPWAS ) said in 2014 , 17,720 illegal immigrants were deported and the number increased to 27,769 in 2015 .",0
1636,homeless,Exact right yet people step around our homeless and those with mental illness to attend rallies to being in people from overseas without fixing or addressing the issues here first . Go figure . Homeless and mentally ill are not a trendy course .,0
1638,in-need,"This would be beneficial, but given the level of transparency of SMRT, current management is unlikely to introduce the indicators. If they do not want to inform the public of the return of 26 trains to the manufacturer, it is unlikely that they disclose which parts need replacement. Currently, this information is used only to look back and analyze faults rather than predicting the problems to come. The SMRT needs an overhaul in the way faults and maintenance are perceived. This will not come from a radical reshuffle in the way the company works in terms of management.",0
1639,vulnerable,""""""" UN agencies and international NGOs have temporarily relocated because of the fighting , """" Dujarric said . """" This has left a gap in provision of basic services for vulnerable communities in Mudug , Galgaduud and Hiraan regions . """"""",0
1640,poor-families,"During the implementation, Camfed will work with members of the community and managers of this district to support the girls and boys of poor families to attend the government's secondary schools.",0
1641,hopeless,"Why are so many of us desperately addicted to fatty and sweet foods that we know that we are bad for us? Why do we never get the same desires of fruits, vegetables or brown rice that we make for chocolate, chips and fries?",0
1642,homeless,""""" ""You have to sleep in a well -lit place, with cameras or security agents,"" explains Rough Sleeper George, 43. """" In darkness, everyone can hurt you. """" George became homeless after the end of his relationship and he lost his job as a caregiver. $ 225 per week for a single room.",0
1644,immigrant,"One people , all immigrants",0
1645,poor-families,"""Children should have the right to go to school, but many poor families cannot see him for their children. My son is eight years old. He likes to read books. One day, he asked me,"" ""mom, why I am not borrowed books from the library?"" ""I don't know how to answer!""",0
1646,refugee,"Leak of war and economic devastation, more than a million refugees and migrants arrived in Europe by boat in 2015, according to the United Nations Agency for the United Nations (UNHCR). More than 251,000,000 have made the dangerous trip so far this year.",0
1647,immigrant,"Wale Oyejide is the Nigerian designer behind the Ikir? Jones label. He uses the design of textiles and clothing to transmit stories about immigrant populations in the Western world. His creations merge tailor -made costumes and accessories with sampled art history drawings. He inserts African personalities in the context of the traditions of the history of foreign art, in this case, European and Japanese. In 2016, Ikir? Jones tweeted on the official Marvel handle of the wardrobe for the Panther Black and now it is a reality that we all see. We see Chadwick Boseman like T'Challa in an Ikir? The set of Jones in what seems to be a meeting in the UN.",0
1649,in-need,"Despite the growing global inter-connectivity , people 's experience of loneliness has increased with one in 10 Australians reporting feeling lonely or isolated over the past year . Happy Paws Happy Hearts is working to redress this concern through connecting ' hearts in need ' including the elderly , people with disabilities and war veterans with animals . The organisation facilitates interactions between vulnerable people in our community and animals in need of care and attention for the mutual benefit of both parties .",0
1650,refugee,"""He said that the refugees who chose J-K as a house could not be held in ransom"", ""while some of their counterparts in the rest of the country have become prime ministers like Inder Kumar Gujral and Dr Manmohan Singh"".",0
1651,immigrant,"Cathy McMorris Rodgers , a Washington state representative who is chairwoman of the Republican conference , plans to introduce a bill designed to pass quickly and prevent immigrant families from being separated . GOP leaders have been tight-lipped about her proposal to avoid draining support from the broader Republican measure that failed Wednesday .",0
1652,homeless,"Meanwhile , the two-storey building of the Upazila Health Complex , which was over 500 metres away from the bank a couple of months ago , is being devoured now . Over 4,000 families have become homeless and many affluent farmers broke during the same period .",0
1653,women,"The Sports Day Nations is an annual event organized by the Bank to not only offer athletes and women the opportunity to present their sports talents, but also to connect with colleagues members of staff in an informal environment.",0
1654,in-need,"The government said in its Throne Speech this month that it would develop a 10-year plan to address transportation needs across the province , though it said it would take a year to identify areas in need .",0
1655,in-need,He added that he would take a break from online fundraising for those who needed it.,0
1656,immigrant,The anti-immigrant Slovenian Democratic Party ( SDS ) won a June 3 election but lacks willing coalition partners to form a government in a highly fragmented parliament .,0
1657,refugee,refugees,0
1658,refugee,"""UN Secretary-General Antonio Guterres has called on US President Donald Trump to """" remove sooner than later """" the travel ban imposed on refugees and immigrants from seven countries .""",0
1659,vulnerable,"All sectors in Sri Lanka are vulnerable to climate change . There is no escape . If you want to sustain , you have to adapt . That means that we have to change our strategies to smarter ones . We also need to have an attitudinal change . Without changing our attitude we will not be able to face this dilemma successfully -- University of Peradeniya Department of Agriculture Agroclimatology Principal Scientist Dr. Ranjith Punyawardena",0
1660,migrant,""""" ""We think they (the kidnappers) have received interior help, most likely illegal immigrants who have stayed here for a long time,"" said Hazani. """"",0
1661,hopeless,"New York in the 1920s was a waste. Smoothed by its viscount politicians, the transport of the city was hopeless and its terrible accommodation. Then came a man with a plan. A large plan. His name was Robert Moses. Armed with autocratic powers, and fueled by a Megalomania of the Titanic, the urban planner ruthlessly transformed the place. Part of what he did in the creation of the park and the construction of bridges was magnificent; A large part of his inheritance was terrible. The highways were cut in the neighborhoods while favored cars on people. His construction projects were rare for fabric or the quality of human life. Dozens of traditional communities have been torn apart. Hundreds of thousands of people have been moved. All in the name of progress. And managed by a man who has never been elected to anything.",0
1662,migrant,"When President Donald Trump became frustrated on Thursday ( Friday NZ time ) with lawmakers in the Oval Office over restoring protections for immigrants from Haiti , El Salvador and African countries , most media outlets did not shy away from quoting him verbatim .",0
1663,disabled,"Universities said they were open to discussing the issue , but added that contextualised admissions were mainly focused on socio-economic barriers , with other policies in place to identify disabled students .",0
1664,vulnerable,""""""" The Impact of Climate Change in small communities is real and they are the most affected and the most vulnerable , """" she underlined .""",0
1665,in-need,""""""" I am proud that the UK has been able to deliver this support through innovative electronic mobile payments . The use of this technology means that our support now extended to the end of March 2017 , directly reaches those most in need . Evidence from the programme has shown that this allows women greater control over &gt;household budgets , as well as stimulating existing local markets . """"""",0
1666,in-need,"At the end of the discussion, the adaptation mechanism was discussed and some protection cases were identified. In addition, separate consulting sessions were organized with women who needed psychosocial support.",0
1667,immigrant,"Castries, St Lucia (CMC)-The former controversial minister for the housing of Sainte-Lucie Richard Frederick filed a complaint with the American district court of Washington DC, claiming compensatory and punitive damages of 25 million US dollars in relation to the revocation in 2011 of its American diplomatic visas and non-immigrants.",0
1668,homeless,"Meanwhile, about fifteen families in eight Quezon City houses remained homeless in early 2016.",0
1669,vulnerable,Here follow the pointers pertaining to some major incidents of violence/terrorism and personal enmity that have made both Pakistani arbiters and other judicial officers vulnerable in recent years :,0
1670,in-need,"Moreover , Westacott says there are a few other areas in need of urgent attention such as the education sector , which still lags behind most other OECD countries despite constant reform rhetoric from all levels of government .",0
1671,women,"Many participants in the rally took photos of the move played on women, one of whom was a skirt, and distributed the photos of the colleagues, reported the Sankei Shimbun (January 27).",0
1672,in-need,"If Fiona seemed to need a well -necessary respite, this same evaluation was that which could easily have been leveled to the secretary of the show Bernie Whyte.",0
1673,women,They said Thursday that Margaret's personal will and determination placed it among the best women on the front line of social change and the transformation of Africa.,0
1675,hopeless,But Lindsay said it was important mums knew there was light at the end of the tunnel and they were not alone or in a hopeless situation .,0
1676,migrant,""""" ""CBPR methods can increase our understanding of risks and protection factors in refugee and immigrant communities and contribute to the development of culturally appropriate programming to fight against health disparities,"" said Shirazi by e-mail. "" ""My use of the CBPR has adopted an innovative approach to approach health disparities and build community health programs based on evidence."" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """" """,0
1677,refugee,"Tunis - Thousands of refugees, migrants and asylum seekers arbitrarily detained in Libyan detention centers must be immediately released and evacuated to the security of the exhorting country M? Decins without fronti? RES (MSF), like a fragile ceasefire in Tripoli continued for a third day. The existing mechanisms to release the refugees and migrants from Libya have stalled in recent months and MSF calls on an urgent scale.",0
1678,migrant,"TraditionThe tradition is there . By the time Paddy Hoey left Clare 30 years ago , the Irish drift towards the huge car manufacturing plants in the Midlands had already begun to slow down . Irish emigrants were gravitating towards London .",0
1679,migrant,"TRIPOLI ( Reuters ) - At least 31 migrants died after their boat sank off Libya 's western coast on Saturday and some 200 others were picked up by the coastguard to be brought back to port in Tripoli , officials said .",0
1680,vulnerable,"When you look at this station, you see your own reflection on Veronica's towel. While I was thinking about the sixth Ballysadare station, he struck me that at the most vulnerable point in the life of Jesus, he is united with each of us, especially when we are in our most vulnerable.",0
1681,disabled,"Physically disabled students do not wish for themselves special first -rate facilities, but only the basics to be educated - physical access to buildings, libraries and conference rooms. But no university provides appropriate ramps, exclusive or public spaces for the disabled and buildings are not built in the light of the needs of disabled students.",0
1682,women,"My friend Alison , who has used both Bumble and Tinder extensively , still prefers the latter , as she feels that the nature of Bumble 's setup relies on women doing all the work and rewards passivity in men . She has found this can cause problems down the line , with men not taking the initiative in arranging dates . <h> APP-DATING TIPS",0
1683,women,"The acting judge of Mogotsi said, among other things, that the role of the police is to maintain the law and the order and to prevent crime. He has a constitutional duty to protect the public and especially women.",0
1684,in-need,"The family had $8,000 left over in donated funds , which they used for lingering medical bills and also contributed to another cancer family in need . Gorsegner started her own fundraising site , Will You Send Us a Dollar , raising nearly $300,000 for pediatric cancer research .",0
1685,refugee,"WASHINGTON : The Trump administration slashed its annual cap on refugee acceptances on Monday for the second year in a row , saying it would take only a maximum 30,000 in the fiscal year to come .",0
1686,poor-families,"Deputy Public Prosecutor Fariza Hamzah requested for bail to be set at 20,000 Malaysian Ringgit each , saying their act had smeared the country 's image . Lawyer M. Manoharan , who represented the two accused , pleaded for a lower bail amount as he said the accused were from poor families and had no criminal records . Another counsel for the accused , A. Sivanesan said his clients had cooperated with the police during their detention and argued the bail amount was unreasonable . Judge Muhammad Faizal Ismail then set bail at 7,000 Malaysian Ringgit with one surety each and fixed October 7 as the next date of trial . Incidentally one US dollar equals about four Malaysian Ringgits .",0
1687,women,"""The young men can be heard chanting lyrics about women , proclaiming they would """" shoot them in their boxes """" , """" cream them by the dozen """" and """" fill them with my load """" .""",0
1688,women,"It's not just another film with a new story, it will soon be a reality. We transform 100% into a dominant company for women, so Guy has packaged your messages and ready for shows.",0
1689,women,"Samina demanded Unido to launch more efforts to allow women to develop a positive attitude towards entrepreneurship, business and self.",0
1690,migrant,"Meanwhile , Amnesty International had requested Indonesia to permit the group of illegal migrants to enter the country . However , the request had been turned down .",0
1691,poor-families,"""EcoPost also provides an income for poor families who collect scrap plastic and other waste . Rutto says about 550 people have gained employment through her recycling efforts : """" Ours is a social enterprise . We 're looking at eradicating poverty , not just making money . We have given job opportunities to many youths """"""",0
1692,refugee,""""""" This continued problem made the refugees nervous because the protest happened suddenly and the refugees do n't know what is going on , """" he said .""",0
1694,migrant,"The media of a neighboring country said that Pajjuban had used an island belonging to him, Rat Yai in Satun to keep immigrants from Bangladesh and Myanmar, before taking them to Langkawi.",0
1695,women,The accused 's son was furious that his mother had entered his house and interfered with his love relationship with the deceased leading to fight between the two women .,0
1697,migrant,"""The post reads in part : """" Samuel Eto'o spent millions of dollars , he boarded a flight for the whole Cameroonians migrants from Libya back to Cameroon who were stuck in Libya and were being tortured to death by the heartless serial killers . See the photos below . """" However , the Cameroon international can not be traced in any of the images shared in the blog .""",0
1698,immigrant,"""Three young Filipino kids , all recent immigrants , joined in the conversation and said that they also heard of the Pepsi Paloma rape case . I expressed surprise because it occurred long before any of them were born . They explained that they learned of the rape from the song """" Spolarium """" composed and performed by the Eraserheads , their favorite Filipino rock band .""",0
1699,homeless,"But this day gathered yesterday that certain houses affected by the military operation included that the vice-president of the community of Letugbene, Mr. Akpozenebrapagaha Namalate, who is currently homeless.",0
1700,refugee,"Canberra is responsible for the payment of smugglers that he is supposed to hate, violating the main provisions of the refugee law of non-statement, non-discrimination and non-refoulement. But the American-Australia provision is another facet of an appalling, even archaic policy, which seeks to prevent and deny the nature of the world movements of the world.",0
1701,women,"""But the women asked the men and others to join them in hoping the story would lead to a more """" productive conversation """" on so-called """" locker room talk """" that extends far beyond the world 's locker rooms .""",0
1702,vulnerable,"Emotional expression is something that should not be condemned but rather , encouraged . Showing your man that you trust him enough to be vulnerable to him is something that will keep the two of you deeply in love . One of the best way to show him this is by sending him a powerful message of love . The poem below is a perfect example of how you can get this done .",0
1704,migrant,"""The study also states this hard fact:"" ""overall, South Africa is still the country most opposed to immigration, where almost 80% of citizens support the prohibition of the entry of migrants, or wish to grant strict limits."" """"",0
1705,in-need,"The humanitarian crisis in Nigeria 's north-east , that has spilled over into the Lake Chad region , is one of the most severe in the world today , with 7.7 million people in need of humanitarian assistance in 2018 in the worst-affected states of Borno , Adamawa and Yobe , and 6.1 million targeted for humanitarian assistance .",0
1706,poor-families,"Almost 200 boys , many from extremely poor families , train around three times a week at the Ghazi stadium .",0
1707,vulnerable,The scientists developed small molecules targeting each of these structures and used them to unravel the molecular mechanism of the gene activation and repression process . The findings suggest such molecules could be used to make cancer cells more vulnerable to existing therapeutics .,0
1708,vulnerable,""""" ""Our head of state has remained completely vulnerable ... because the official presidential security protocol was ruined by his private relationship,"" he said. """"",0
1709,migrant,More than 780 migrants arrived at the port of Augusta on the Italian island of Sicily after being rescued from the Mediterranean Sea . Rescue workers called on society to do more to help give them refuge in safe countries .,0
1710,immigrant,"Minister Gigaba is solely responsible for the strictly insurance of the legal influx of foreigners, as well as the flow of illegal immigrants in the country, and failures in this regard are on the shoulders of Gigaba, not a local government.",0
1711,poor-families,"Do not try to tear the bank from the poor from their hands. There is no reason to believe that it will be a pleasant experience for the government to engage in an sheltered fight with the 8.4 million poor families, by modifying the law with a pen. There should be no reason to expect the inhabitants of the country to be seated on the ground and look at the organization which has brought them recognition and glory around the world to be seized, broken into pieces and destroyed.",0
1712,vulnerable,""""" ""It is to say how vulnerable, how much does it run, what is the cost of loss, what is the cost of retirement or what is the cost if we had to move some of these things. And what is the cost of cost."" """"",0
1713,disabled,"Now the economic pie is shrinking and the price of oil is at an all-time low , the struggle to upkeep such bias would be disastrous as the people who constitute this biased system are not creative and intellectually disabled to contribute to a new order .",0
